Address,Area,Bedroom,Code,DateExpiration,DateUpLoad,Furniture,Legal,Name,Price,Toilet
Tân Phú,78 m²,2 phòng,36862959,28/11/2023,18/11/2023,Đầy đủ,Sổ đỏ/ Sổ hồng,"Carillon 2 đường Trịnh Đình Thảo, 2PN, 2WC, full nội thất, cho thuê 10tr, nhà đẹp: ",10 triệu/tháng,2 phòng
Tân Phú,50 m²,1 phòng,37476170,08/12/2023,08/11/2023,Cơ bản,Hợp đồng mua bán,Cho thuê căn hộ dự án Celadon City giá tốt nhất thị trường,7 triệu/tháng,1 phòng
Tân Phú,75 m²,2 phòng,35468402,28/11/2023,18/11/2023,Cơ bản,,Cho thuê CHCC Sơn Kỳ 1 - 1 căn duy nhất 75m2 2PN2WC nhà mới đẹp giá 8tr LH: ,8 triệu/tháng,2 phòng
Tân Phú,71 m²,2 phòng,37953904,04/12/2023,24/11/2023,,,Dọn vào ở ngay căn 2pn Celadon Tân Phú có nội thất chỉ 12tr/tháng xem nhà cọc ngay: ,12 triệu/tháng,2 phòng
Tân Phú,61 m²,2 phòng,38637061,25/12/2023,25/11/2023,,,"Chính chủ cho thuê căn 2PN 2WC An Gia Garden, giá 10 triệu. LH: Hà an ",10 triệu/tháng,2 phòng
Tân Phú,89 m²,2 phòng,38439478,03/12/2023,18/11/2023,Cơ bản,,"Cho thuê căn hộ 89m2, 2PN, chung cư Tân Hương Tower, Quận Tân Phú, giá 8tr/ tháng. Ở liền",8 triệu/tháng,2 phòng
Tân Phú,82 m²,2 phòng,36715804,05/12/2023,25/11/2023,Đầy đủ,Hợp đồng mua bán,"Căn hộ Oriental Plaza: 2PN = 12tr, 3PN = 15tr, nhà full TN mới, đẹp: ",13 triệu/tháng,2 phòng
Tân Phú,83 m²,3 phòng,38571725,01/12/2023,16/11/2023,,,"Cho thuê căn hộ chung cư Khuông Việt, q Tân Phú, dt 83m2, 3pn, 2wc, giá 10tr/th. LH ",10 triệu/tháng,2 phòng
Tân Phú,50 m²,1 phòng,38359491,03/12/2023,23/11/2023,Đầy đủ,,"Cho thuê căn hộ giá chỉ 7,5tr/tháng ở 8x Đầm Sen, 50m2, 1PN. 1WC, full nội thất","7,5 triệu/tháng",1 phòng
Tân Phú,48 m²,1 phòng,38622430,03/12/2023,23/11/2023,Cơ bản,,"Cho thuê căn hộ 8X Đầm Sen 48m2 1PN 1WC 6tr/tháng, nhà mới view đẹp. LH ",6 triệu/tháng,1 phòng
Tân Phú,50 m²,1 phòng,38024321,14/12/2023,14/11/2023,Nội thất cơ bản.,,"Cho thuê căn hộ Celadon City, Quận Tân phú khu Topaz, Ruby, Emerald","7,5 triệu/tháng",1 phòng
Tân Phú,55 m²,2 phòng,38226738,06/12/2023,26/11/2023,Cơ bản,Sổ đỏ/ Sổ hồng,Cho thuê căn hộ cao cấp Resgreen 7A Thoại Ngọc Hầu Tân Phú 2 phòng ngủ giá 9 triệu/tháng,9 triệu/tháng,1 phòng
Tân Phú,65 m²,2 phòng,35571861,28/11/2023,18/11/2023,Nội thất đầy đủ,Đang chờ sổ,"Cho thuê CH RichStar Novaland 1PN - 10tr, 2PN - 65m2 - 12tr full nội thất. LH: 906.847.066 (Phú)",12 triệu/tháng,2 phòng
Tân Phú,30 m²,1 phòng,38563556,15/12/2023,15/11/2023,Đầy đủ,,"Căn hộ cao cấp giá rẻ mới xây full nội thất, ban công cửa sổ ngay Lũy Bán Bích - Lạc Long Quân",5 triệu/tháng,1 phòng
Tân Phú,63 m²,2 phòng,22794750,28/11/2023,18/11/2023,Đầy đủ nội thất.,,"Cho thuê căn hộ Richstar, DT 63m2 (2PN - 2WC) có nội thất giá 11 triệu/tháng",11 triệu/tháng,2 phòng
Tân Phú,69 m²,2 phòng,38328299,02/12/2023,22/11/2023,,,"Cần cho thuê Melody Residences Âu Cơ. 69m2, 2PN, 2WC giá thuê 10tr, LH: ",10 triệu/tháng,2 phòng
Tân Phú,75 m²,2 phòng,38586010,28/11/2023,18/11/2023,,,"Cho thuê căn hộ CC Babylon Tân Phú. DT 75m2, 2PN - 2WC. Giá 9tr/th. LH: ",9 triệu/tháng,2 phòng
Tân Phú,75 m²,2 phòng,38611389,02/12/2023,22/11/2023,,,"Cho thuê gấp chung cư Carillon 5, Q. Tân Phú, DT 75m2, 2PN, 2WC giá 9tr, LH: ",9 triệu/tháng,2 phòng
Tân Phú,65 m²,2 phòng,38591692,04/12/2023,19/11/2023,Cơ bản,,(Chính chủ) Cho thuê căn hộ Richstar (Khu1) - 2PN 2WC - 65m2,11 triệu/tháng,2 phòng
Tân Phú,106 m²,3 phòng,31074554,30/11/2023,20/11/2023,Đầy đủ,Hợp đồng mua bán,"Căn hộ ngay siêu thị Top Market, hồ bơi, gym, spa, công viên, 3PN, 3WC, FULL NT, 14tr, ",14 triệu/tháng,3 phòng
Tân Phú,50 m²,1 phòng,38024280,16/12/2023,16/11/2023,,,"Cho thuê căn hộ Celadon City quận Tân Phú.
Topaz, Ruby, Emerald","7,5 triệu/tháng",1 phòng
Tân Phú,70 m²,2 phòng,38527686,01/12/2023,21/11/2023,,,"Cho thuê căn hộ IDICO Tân Phú, 70m2 2pn 2wc, nhà đẹp, thoáng, giá 9,5tr/th. Lh: ","9,5 triệu/tháng",2 phòng
Tân Phú,65 m²,2 phòng,37093648,30/11/2023,20/11/2023,Cơ bản.,,Cho thuê căn hộ Đường Tô Hiệu - Hòa Bình Tân Phú chung cư Richstar ở liền liên hệ em: ,11 triệu/tháng,2 phòng
Tân Phú,76 m²,2 phòng,38611680,02/12/2023,22/11/2023,,,"Cho thuê CHCC Tân Hương Tower, Quận Tân Phú - DT 76m2, 2pn, nhà đẹp, 7tr/tháng LH: ",7 triệu/tháng,2 phòng
Tân Phú,65 m²,2 phòng,38595949,30/11/2023,20/11/2023,,,"Cho thuê nhanh căn hộ RichStar, Quận Tân Phú 58m2, 2PN nhà đẹp, giá: 9.5tr LH: ",10 triệu/tháng,2 phòng
Tân Phú,78 m²,2 phòng,34039895,28/11/2023,13/11/2023,,,"Cho thuê CHCC Oriental Âu Cơ Q. Tân Phú, 78m2, 2PN giá 10tr/th ở liền. LH ",10 triệu/tháng,2 phòng
Tân Phú,73 m²,2 phòng,38614779,02/12/2023,22/11/2023,Đầy đủ,,"Cho thuê căn hộ Topaz Garden, 73m2 full NT giá 9tr/tháng",9 triệu/tháng,2 phòng
Tân Phú,70 m²,2 phòng,36941594,28/11/2023,18/11/2023,,,"Chính chủ cho thuê căn hộ Melody Âu Cơ Tân Phú, 2PN, 10tr/tháng",10 triệu/tháng,2 phòng
Tân Phú,74 m²,2 phòng,38588017,28/11/2023,18/11/2023,Cơ bản,,"(Tin thật) cho thuê căn hộ chung cư Tanibuilding Sơn Kỳ 1. Q: TP. 74m2, 2 phòng ngủ, 8 triệu/tháng",8 triệu/tháng,2 phòng
Tân Phú,82 m²,2 phòng,38513131,07/12/2023,22/11/2023,Cơ bản,Sổ đỏ/ Sổ hồng,"Cho thuê căn hộ 2PN chung cư Sacomreal 584, Quận Tân Phú giá 8tr/th LH ",8 triệu/tháng,2 phòng
Tân Phú,82 m²,2 phòng,38513466,02/12/2023,22/11/2023,,,"Cho thuê gấp căn hộ Sacomreal 584 Quận Tân Phú 2PN giá thuê 8tr/tháng, LH: ",8 triệu/tháng,2 phòng
Tân Phú,40 m²,,28871189,11/12/2023,11/11/2023,,,"Căn hộ mini: Đầy đủ tiện nghi - full nội thất cao cấp, vô trung tâm chỉ vài phút","3,3 triệu/tháng",
Tân Phú,90 m²,3 phòng,38022335,01/12/2023,21/11/2023,Đầy đủ,Hợp đồng mua bán,"Tổng hợp căn hộ Richstar số 278 Hoà Bình, Phú Thạnh, Tân Phú: Từ 1 - 2 - 3 phòng ngủ, giá tốt nhất",13 triệu/tháng,2 phòng
Tân Phú,70 m²,2 phòng,37997206,02/12/2023,22/11/2023,,,"Cho thuê CHCC Lotus Garden 70m2 2PN 2WC, 10 triệu/tháng. LH: ",10 triệu/tháng,2 phòng
Tân Phú,90 m²,3 phòng,25422871,01/12/2023,21/11/2023,,Sổ đỏ/ Sổ hồng,"Cho thuê căn hộ RichStar, Tô Hiệu, Tân Phú, 90m2, 3pn, NTCB 12tr/tháng. ",12 triệu/tháng,2 phòng
Tân Phú,68 m²,2 phòng,38239870,01/12/2023,21/11/2023,,,"Cần cho thuê CHCC RichStar, Tân Phú, DT: 68m2, 2PN lớn, 2WC, giá 10tr/th, LH: ",10 triệu/tháng,2 phòng
Tân Phú,58 m²,2 phòng,38587364,28/11/2023,18/11/2023,,,"Cho thuê CC 8X Đầm Sen, Tân Phú, DT: 58m2, 2PN, giá 6tr/th: LH ",6 triệu/tháng,1 phòng
Tân Phú,89 m²,2 phòng,38586769,28/11/2023,18/11/2023,,,"Cho thuê CHCC Oriental Plaza Quận Tân Phú, DT: 89m2, 2pn, 2wc. LH: ",Thỏa thuận,2 phòng
Tân Phú,72 m²,2 phòng,36609493,05/12/2023,20/11/2023,,,"Cho thuê Melody Residence 2PN 2WC, 72m2, có nội thất, giá 11tr ở liền. LH ",11 triệu/tháng,2 phòng
Tân Phú,106 m²,3 phòng,37484036,01/12/2023,21/11/2023,,,"Chủ nhà cần cho thuê căn hộ chung cư Oriental Plaza, 106m2, 3PN, 13tr, LH: ",13 triệu/tháng,2 phòng
Tân Phú,70 m²,2 phòng,23265477,01/12/2023,21/11/2023,Nội thất mới.,,"Cho thuê gấp lắm rồi! CHCC Melody 70m2 2PN 2WC, giá 10tr/th, LH ",10 triệu/tháng,2 phòng
Tân Phú,70 m²,2 phòng,37488134,01/12/2023,21/11/2023,,,"Chủ nhà cầu cho thuê gấp về vấn đề đầu tư căn hộ chung cư Carillon 5, 70m2, 2pn, 10tr, ",10 triệu/tháng,2 phòng
Tân Phú,71 m²,2 phòng,36296400,01/12/2023,21/11/2023,Đầy đủ,Hợp đồng mua bán,Cho thuê nhanh CHCC Emerald 71m2 - 2PN - 2WC giá 12tr nhà có nội thất. LH ,12 triệu/tháng,2 phòng
Tân Phú,60 m²,2 phòng,30901963,30/11/2023,20/11/2023,Đầy đủ,Hợp đồng mua bán,"Richstar Novaland: 60m2=1PN=11tr, 75m2=2PN=13tr, 84m2=3PN=15tr: xem nhà LH: ",11 triệu/tháng,2 phòng
Tân Phú,82 m²,2 phòng,38143307,30/11/2023,20/11/2023,Cơ bản,Hợp đồng mua bán,"Cho thuê căn hộ Oriental Plaza, Quận Tân Phú, 82m2, 2PN, giá 10tr/th (nhà đẹp): ",10 triệu/tháng,2 phòng
Tân Phú,63 m²,2 phòng,24456229,01/12/2023,21/11/2023,,,"Cho thuê căn hộ An Gia Garden, 295 Tân Kì Tân Qúy, 63m2, 2PN, 2WC, 9 triệu/tháng. ",9 triệu/tháng,2 phòng
Tân Phú,76 m²,2 phòng,38597198,30/11/2023,20/11/2023,,,"Cho thuê căn hộ Carillon 2 Tân Phú 8,5tr/ tháng 76m2 2PN 2WC full nt nhà đẹp. LH ","8,5 triệu/tháng",2 phòng
Tân Phú,90 m²,2 phòng,38584168,28/11/2023,18/11/2023,,,"Cho thuê CHCC Oriental Plaza, Tân Phú, 90m2, 2PN, 2WC, giá 10 triệu/th, LH ",10 triệu/tháng,2 phòng
Tân Phú,60 m²,2 phòng,38598568,30/11/2023,20/11/2023,,,Chính chủ cần cho thuê căn hộ IDICO Tân Phú 2PN giá 8tr ở liền,8 triệu/tháng,2 phòng
Tân Phú,55 m²,1 phòng,38389705,30/11/2023,20/11/2023,,,"Nhà rất đẹp giá quá thấp căn hộ 8X Đầm Sen, DT 45m2 thuê chỉ 7tr/th, vào ở liền, 1PN 1WC, full NT",7 triệu/tháng,1 phòng
Tân Phú,90 m²,3 phòng,38081395,30/11/2023,20/11/2023,Đầy đủ,Hợp đồng mua bán,"Chung cư Richstar Residence - Q. Tân Phú, DT: 90m2, 3PN, 2WC, giá tốt: 14 triệu, LH: ",14 triệu/tháng,2 phòng
Tân Phú,82 m²,2 phòng,38599204,30/11/2023,20/11/2023,,,"Cho thuê nhiều căn hộ Oriental Âu Cơ, DT 82m2=2PN=10tr, 105m2=3PN=13tr, LH ",10 triệu/tháng,2 phòng
Tân Phú,68 m²,2 phòng,38598649,30/11/2023,20/11/2023,,,"Cho thuê chung cư IDICO Tân Phú, quận Tân Phú, 68m2, 2PN, giá 8,5tr. LH: ","8,5 triệu/tháng",2 phòng
Tân Phú,88 m²,3 phòng,37233230,01/12/2023,21/11/2023,Cơ bản.,Sổ đỏ/ Sổ hồng.,"Cho thuê căn hộ Carillon 7 - 88m2 3 phòng ngủ nội thất cơ bản 12 triệu/tháng, ",12 triệu/tháng,2 phòng
Tân Phú,85 m²,2 phòng,34718391,29/11/2023,19/11/2023,,,"Cho thuê Lotus Garden, 85m2, 2PN, full nội thất, giá 10tr, LH ",10 triệu/tháng,2 phòng
Tân Phú,84 m²,2 phòng,37343176,01/12/2023,21/11/2023,,,"Cho thuê gấp CH Oriental Plaza Tân Phú. DT 84m2, 2PN, 2WC nhà đẹp giá 10tr. LH ",10 triệu/tháng,2 phòng
Tân Phú,78 m²,2 phòng,38596662,30/11/2023,20/11/2023,,,"Cho thuê nhanh căn hộ TaniBuilding Sơn Kỳ 1 - Tân Phú giá tốt, 7.5tr, 78m2, 2pn LH: ","7,5 triệu/tháng",2 phòng
Tân Phú,78 m²,2 phòng,38596564,30/11/2023,20/11/2023,,,"Cho thuê gấp CH Carillon 5 Tân Phú, 78m2, 2pn, 2wc nhà đẹp 9.5tr LH: ","9,5 triệu/tháng",2 phòng
Tân Phú,78 m²,2 phòng,38493479,01/12/2023,21/11/2023,,,"Cần cho thuê căn Oriental Plaza, Q. Tân Phú, 78m2, 2PN, giá: 10tr, LH: ",10 triệu/tháng,2 phòng
Tân Phú,75 m²,2 phòng,38599211,30/11/2023,20/11/2023,,,"Cho thuê gấp chung cư Carillon 5, Q. Tân Phú, DT 75m2, 2PN, 2WC giá 10tr, LH: ",10 triệu/tháng,2 phòng
Tân Phú,105 m²,3 phòng,38477308,28/11/2023,18/11/2023,,,"Cho thuê CHCC Oriental Plaza, DT 105m2, 3PN, giá 12.5 triệu/th, LH: ","12,5 triệu/tháng",3 phòng
Tân Phú,89 m²,2 phòng,21627293,02/12/2023,22/11/2023,Không nội thất.,,"Cho thuê Oriental 685 Âu Cơ - 3 tầng thương mại 89m2, 2PN, NTCB, 11tr, ",11 triệu/tháng,2 phòng
Tân Phú,127 m²,3 phòng,20633431,01/12/2023,21/11/2023,Đầy đủ,,"Cho thuê CHCC Celadon Ruby- Emeral, 85m2=3PN=nội thất đầy đủ,10.5tr/tháng, nhà đẹp Trúc: ",18 triệu/tháng,2 phòng
Tân Phú,100 m²,3 phòng,23896956,02/12/2023,22/11/2023,,,"Cho thuê CC Celadon Tân Phú khu E, 100m2, 3PN, nhà mới, 10tr. LH Tâm: ",10 triệu/tháng,
Tân Phú,"67,4 m²",2 phòng,38521897,02/12/2023,22/11/2023,Đầy đủ,Đang chờ sổ,"Căn hộ tầng trệt nội thất mới 100%, giá tốt nhất Celadon City 14tr, view công viên thoáng mát",16 triệu/tháng,2 phòng
Tân Phú,82 m²,2 phòng,38611382,02/12/2023,22/11/2023,,,"Cho thuê nhiều căn hộ Oriental Âu Cơ, DT 82m2=2PN=10tr, 105m2=3PN=13tr, LH ",10 triệu/tháng,2 phòng
Tân Phú,100 m²,3 phòng,37035797,30/11/2023,20/11/2023,Cơ bản,Hợp đồng mua bán,"Cho thuê gấp căn Richstar Novaland Q. Tân Phú: 100m2, 3PN, NTCB, giá 13tr: ",13 triệu/tháng,2 phòng
Tân Phú,75 m²,2 phòng,38247899,02/12/2023,22/11/2023,,Có sổ.,"Cho thuê gấp CC Carillon 5 Đ. Lũy Bán Bích, Tân Phú, DT 75m2, 2PN, giá 10tr. LH Tâm: ",10 triệu/tháng,2 phòng
Tân Phú,71 m²,2 phòng,36260568,02/12/2023,22/11/2023,,,"Chính chủ cho thuê căn 2PN Emerald, full nội thất, ngắn hạn và dài hạn. Liên hệ: ",12 triệu/tháng,2 phòng
Tân Phú,52 m²,1 phòng,38611137,02/12/2023,22/11/2023,,,"Cho thuê CHCC Babylon - Âu Cơ - Tân Phú, DT: 52m2, 1PN, 1WC. Giá: 7 triệu, LH: ",7 triệu/tháng,1 phòng
Tân Phú,89 m²,2 phòng,38593797,30/11/2023,20/11/2023,,,"Cho thuê căn góc 89m2, Oriental Plaza, Âu Cơ, Tân Phú: 10tr/th đầu tháng 12. LH ",10 triệu/tháng,2 phòng
Tân Phú,85 m²,3 phòng,38261719,01/12/2023,21/11/2023,Đầy đủ,Sổ đỏ/ Sổ hồng,"Cho thuê gấp căn hộ Lotus Garden, diện tích 89m2 thiết kế 3PN 1WC giá 10.5tr. LH: ","10,5 triệu/tháng",1 phòng
Tân Phú,72 m²,2 phòng,38529434,01/12/2023,21/11/2023,,,"Cho thuê CC RichStar, Novaland, Hoà Bình, Tân Phú 72m2 2PN, giá 11 triệu/th. LH ",11 triệu/tháng,2 phòng
Tân Phú,65 m²,2 phòng,21634843,28/11/2023,18/11/2023,,,"Cho thuê CHCC Richstar, Q. Tân Phú, diện tích: 65m2, 2 phòng ngủ, giá 9tr/th: LH: ",9 triệu/tháng,
Tân Phú,30 m²,,38607141,06/12/2023,21/11/2023,,,Căn hộ ban công - máy giặt riêng 30m2 ngay Tân Hương - Vườn Lài - ĐH Công Thương,"5,4 triệu/tháng",
Tân Phú,25 m²,2 phòng,38569294,01/12/2023,16/11/2023,Đầy đủ,,"Căn hộ dịch vụ có gác full nội thất giá 2,8 tr ngay Lê Trọng Tấn gần đại học Công Thương, gần chợ","2,8 triệu/tháng",1 phòng
Tân Phú,70 m²,2 phòng,32521034,05/12/2023,25/11/2023,,,"Cho thuê căn hộ Melody Q. Tân Phú, 70m2, 2PN, 2WC, nhà đẹp full NT, 10tr, LH: ",10 triệu/tháng,2 phòng
Tân Phú,72 m²,2 phòng,38606664,01/12/2023,21/11/2023,,,"Cần cho thuê CH Carillon 5, 2PN 2WC Full nội thất, mặt tiền đường Luỹ Bán Bích Quận Tân Phú",11 triệu/tháng,2 phòng
Tân Phú,69 m²,2 phòng,38620373,03/12/2023,23/11/2023,Đầy đủ.,,"Cho thuê căn hộ 8X Đầm Sen 69m2 2PN 8tr/tháng full NT, nhà mới view đẹp. LH ",8 triệu/tháng,1 phòng
Tân Phú,65 m²,2 phòng,37810033,03/12/2023,23/11/2023,,,"Cho thuê CHCC RichStar đường Hòa Bình Q. Tân Phú. DT 65m2, 2PN, 11 triệu/tháng. LH Tâm ",11 triệu/tháng,2 phòng
Tân Phú,65 m²,2 phòng,34621896,05/12/2023,25/11/2023,,,"Cho thuê căn hộ Richstar, diện tích 65m2, 2 phòng ngủ, 2WC, giá 10tr",10 triệu/tháng,2 phòng
Tân Phú,63 m²,2 phòng,38484092,28/11/2023,18/11/2023,,,"Cho thuê chung cư Celadon City, Quận Tân Phú, 63m2, 2PN, 1WC, giá 11 tr/tháng. LH: ",11 triệu/tháng,1 phòng
TÃ¢n PhÃº,,,,,,,,Cho thuÃª chung cÆ° cao cáº¥p Diamond Celadon City thÃ¡ng 10/2023 (Ruby Emerald 2pn 63m 10 tr),,
Tân Phú,179 m²,3 phòng,37555414,04/12/2023,24/11/2023,,,"Sky Villa, xe hơi lên tận nhà Celadon City cho thuê 20tr, 3PN, 179m2",20 triệu/tháng,2 phòng
Tân Phú,66 m²,2 phòng,38533457,04/12/2023,24/11/2023,,,"Cần cho thuê căn hộ chung cư Carillon 7, Tân Phú. DT: 65m2, 2PN, 2WC. Full nội thất + Ở liền","11,5 triệu/tháng",1 phòng
Address,Area,Bedroom,Code,DateExpiration,DateUpLoad,Furniture,Legal,Name,Price,Toilet
Nhà Bè,45 m²,1 phòng,36785918,29/11/2023,14/11/2023,,,Cho thuê căn hộ 1PN - Hưng Phát Silver Star chỉ 6tr/tháng giá rẻ bất ngờ. LH ,6 triệu/tháng,1 phòng
Nhà Bè,71 m²,2 phòng,37657465,03/12/2023,03/11/2023,,,"Cần cho thuê gấp căn hộ Sunrise Riverside, 2PN - Full nội thất chỉ với 12tr LH ",12 triệu/tháng,2 phòng
Nhà Bè,118 m²,3 phòng,37992632,30/11/2023,20/11/2023,Đầy đủ,Hợp đồng mua bán,Cho thuê căn hộ Dragon Hill 1 3PN căn góc view sông cực mát giá siêu rẻ nhà mới 100%,11 triệu/tháng,2 phòng
Nhà Bè,250 m²,4 phòng,38379313,03/12/2023,23/11/2023,,Sổ đỏ/ Sổ hồng,"Cho thuê căn hộ Phú Hoàng Anh căn 2PN, 3PN có cả 4PN và 5 phòng ngủ, nội thất cao cấp vào ở ngay",19 triệu/tháng,4 phòng
Nhà Bè,58 m²,2 phòng,38619882,03/12/2023,23/11/2023,Cơ bản,Hợp đồng mua bán,"Cho thuê căn hộ Goldora Plaza, 2PN - 8.5 - 10.5tr/th, gọi ","8,5 triệu/tháng",1 phòng
Nhà Bè,70 m²,2 phòng,38593887,30/11/2023,20/11/2023,,Sổ đỏ/ Sổ hồng,"Cho thuê gấp nhiều căn hộ Sunrise Riverside 2PN 11 - 14 triệu/th, 3PN 12 - 17 tr/th: ",11 triệu/tháng,2 phòng
Nhà Bè,88 m²,2 phòng,16088741,30/11/2023,20/11/2023,Cao cấp mới 100%.,,"Cho thuê căn hộ Phú Hoàng Anh 2PN, 3PN, 4PN giá tốt nhất chung cư view mát nhà mới 100%",10 triệu/tháng,2 phòng
Nhà Bè,104 m²,3 phòng,28874381,30/11/2023,20/11/2023,Cao cấp ,,Cho thuê căn hộ cao cấp bậc nhất Phú Mỹ Hưng Saigon South 2PN và 3PN nội thất siêu đẹp giá siêu mềm,15 triệu/tháng,2 phòng
Nhà Bè,75 m²,2 phòng,37355349,30/11/2023,20/11/2023,Đầy đủ,Sổ đỏ/ Sổ hồng,"Cho thuê căn 75m2, 2PN, 2WC, giá 7tr/tháng, có nội thất, tiện ích đầy đủ. LH ",7 triệu/tháng,2 phòng
Nhà Bè,70 m²,2 phòng,38599058,30/11/2023,20/11/2023,Đầy đủ,,"PKD quản lý 100% căn hộ Sunrise Riverside 2PN 11tr - 14tr/th, 3PN 15 - 18tr/th vào ở liền",14 triệu/tháng,2 phòng
Nhà Bè,130 m²,3 phòng,31868451,01/12/2023,21/11/2023,Cao cấp mới ,,Cho thuê căn hộ Phú Hoàng Anh 3PN full nội thất cao cấp giá rẻ dọn vào ở ngay,11 triệu/tháng,3 phòng
Nhà Bè,70 m²,2 phòng,38598565,01/12/2023,21/11/2023,Cơ bản,,Hot cho thuê căn hộ Sunrise Riverside 2PN NTDT 12tr/th 70m2 LH ,12 triệu/tháng,2 phòng
Nhà Bè,104 m²,3 phòng,38602622,28/11/2023,21/11/2023,,,"Cho thuê căn hộ 3PN tại Nhà Bè, thuộc Sài Gòn South Residences",18 triệu/tháng,2 phòng
Nhà Bè,121 m²,3 phòng,38488324,01/12/2023,21/11/2023,Đầy đủ,,Cho thuê căn hộ Hoàng Anh Gia Lai 3 giá rẻ. LH: ,"12,5 triệu/tháng",3 phòng
Nhà Bè,,1 phòng,22992111,05/12/2023,25/11/2023,Nội thất đầy đủ,,"Cho thuê căn hộ Hoàng Anh Gia Lai 3, căn hộ 1 phòng ngủ, giá 3.5tr/tháng, nội thất đầy đủ","3,5 triệu/tháng",
Nhà Bè,130 m²,3 phòng,31939735,05/12/2023,25/11/2023,Cao cấp mới 100%.,,Cho thuê Phú Hoàng Anh 3PN nhà nội thất cao cấp mới 100% dọn vào ở ngay giá rẻ,11 triệu/tháng,3 phòng
Nhà Bè,88 m²,2 phòng,36627841,05/12/2023,25/11/2023,,,"Cho thuê căn hộ Phú Hoàng Anh, 2PN giá 9tr, căn 3PN giá 11tr, căn 5PN, 5WC, giá 19tr, sân vườn 24tr",9 triệu/tháng,2 phòng
Nhà Bè,100 m²,2 phòng,28774504,05/12/2023,25/11/2023,Đầy đủ nội thất.,,"Cho thuê gấp CHCC Hoàng Anh Gia lai 3, DT 100m2/căn 2PN, giá rẻ 10 triệu /tháng, LH ",10 triệu/tháng,2 phòng
Nhà Bè,73 m²,2 phòng,37063142,02/12/2023,22/11/2023,Đầy đủ,Hợp đồng mua bán,Căn hộ The Park 2PN2WC full nội thất cho thuê chỉ 10tr/th vào ở ngay: ,9 triệu/tháng,2 phòng
Nhà Bè,96 m²,3 phòng,36457036,04/12/2023,24/11/2023,Đầy đủ,Sổ đỏ/ Sổ hồng,"Hot! Cho thuê nhanh căn hộ Dragon Hill 2 3PN chỉ 11tr/tháng nhà cơ bản, full 12tr, LH ",11 triệu/tháng,2 phòng
Nhà Bè,83 m²,2 phòng,37376583,04/12/2023,24/11/2023,Đầy đủ,Sổ đỏ/ Sổ hồng,"Cho thuê căn 2PN Hưng Phát 1 giá 8tr/th nhà siêu đẹp, giá rẻ, mới. LH ",8 triệu/tháng,2 phòng
Nhà Bè,76 m²,2 phòng,36969060,09/12/2023,24/11/2023,Đầy đủ.,Sổ đỏ/ Sổ hồng,"Cho thuê Hưng Phát 2 Silver Star 2PN giá 10tr đủ đồ, nhà cơ bản 9tr, nhà mới đẹp. LH Đức ",9 triệu/tháng,2 phòng
Nhà Bè,93 m²,3 phòng,32027271,04/12/2023,24/11/2023,Full đầy đủ.,,"Cho thuê căn hộ Sunrise Riverside 3PN, 2WC cao cấp (giá 15tr/tháng). LH ",15 triệu/tháng,2 phòng
Nhà Bè,70 m²,2 phòng,38600100,05/12/2023,20/11/2023,,,Giỏ hàng Saigon South Residences 2/3PN giá tốt,11 triệu/tháng,2 phòng
Nhà Bè,96 m²,2 phòng,36850234,07/12/2023,27/11/2023,,Sổ đỏ/ Sổ hồng,"Cho thuê gấp CH Hoàng Anh An Tiến, Phước Kiển, 2PN, 3PN nội thất đẹp. Giá 7.5tr - 9tr vào ở liền","7,5 triệu/tháng",2 phòng
Nhà Bè,56 m²,1 phòng,38591872,29/11/2023,19/11/2023,,,Cho thuê một số căn hộ Sunrise Riverside đã hoàn thiện nội thất. LH ,10 triệu/tháng,1 phòng
Nhà Bè,71 m²,2 phòng,38646042,07/12/2023,27/11/2023,,,Căn hộ Goldora cho thuê giá 10.5 - 11 tr/ tháng gọi ,"10,5 triệu/tháng",2 phòng
Nhà Bè,52 m²,1 phòng,38040210,07/12/2023,27/11/2023,Đầy đủ,Hợp đồng mua bán,Cho thuê căn hộ The Park Residence 1PN giá 8 triệu/th gọi ,8 triệu/tháng,1 phòng
Nhà Bè,77 m²,2 phòng,38607182,01/12/2023,21/11/2023,Đầy đủ,,"Cho thuê Hưng Phát 2 Silver Star 2PN giá 10tr/tháng, đầy đủ đồ mới cứng xem nhà thật là mê luôn",10 triệu/tháng,2 phòng
Nhà Bè,80 m²,2 phòng,34608920,02/12/2023,22/11/2023,,Sổ đỏ/ Sổ hồng,7.500.000VNĐ/tháng. Cho thuê căn hộ 2PN 2WC có 2 ban công nhà trống dọn vào ở ngay. LH ,"7,5 triệu/tháng",2 phòng
Nhà Bè,75 m²,2 phòng,38616321,07/12/2023,22/11/2023,Đầy đủ,,"Cho thuê CH Saigon South Residences, 75m2, 2PN, 2WC giá 14tr gần full NT y hình. LH Nga ",14 triệu/tháng,2 phòng
Nhà Bè,71 m²,2 phòng,32524821,04/12/2023,19/11/2023,Đầy đủ.,,"Cần cho thuê nhanh căn hộ cao cấp Sunrise Riverside, nhà đẹp. Lh: ",13 triệu/tháng,2 phòng
Nhà Bè,74 m²,2 phòng,34253734,06/12/2023,26/11/2023,Nội thất đẹp.,Sổ đỏ/ Sổ hồng.,Cho thuê căn hộ The Park Residence 2PN 2WC nhà nội thất full đẹp chỉ 9.5tr/th. LH ,"9,5 triệu/tháng",2 phòng
